meridian,meridian.angle..degrees.,pixel.from.bottom.to.top.,angle..degrees.,distance..cm.,r,r_smooth,x,y,z,x_smooth,y_smooth,z_smooth
1,0,1,15,62.5,60.37,60.35,60.37,0,16.2,60.35,0,16.2
1,0,2,18,63,59.92,59.56,59.92,0,19.5,59.56,0,19.4
1,0,3,21,62.5,58.35,58.71,58.35,0,22.4,58.71,0,22.5
1,0,4,25,63.2,57.28,57.42,57.28,0,26.7,57.42,0,26.8
1,0,5,29,64,55.98,55.94,55.98,0,31,55.94,0,31
1,0,6,32.5,64.5,54.4,54.45,54.4,0,34.7,54.45,0,34.7
1,0,7,36,65,52.59,52.77,52.59,0,38.2,52.77,0,38.3
1,0,8,38.5,65.5,51.26,51.44,51.26,0,40.8,51.44,0,40.9
1,0,9,40,66.5,50.94,50.58,50.94,0,42.7,50.58,0,42.4
1,0,10,42,66.5,49.42,49.37,49.42,0,44.5,49.37,0,44.5
1,0,11,45,67,47.38,47.42,47.38,0,47.4,47.42,0,47.4
1,0,12,47,68,46.38,46.01,46.38,0,49.7,46.01,0,49.3
1,0,13,50,68.1,43.77,43.75,43.77,0,52.2,43.75,0,52.1
1,0,14,52.5,68.6,41.76,41.72,41.76,0,54.4,41.72,0,54.4
1,0,15,55,68.9,39.52,39.56,39.52,0,56.4,39.56,0,56.5
1,0,16,59,69.1,35.59,35.85,35.59,0,59.2,35.85,0,59.7
1,0,17,62,69.9,32.82,32.87,32.82,0,61.7,32.87,0,61.8
1,0,18,64,70,30.69,30.79,30.69,0,62.9,30.79,0,63.1
1,0,19,66,70.5,28.67,28.64,28.67,0,64.4,28.64,0,64.3
1,0,20,68,70.6,26.45,26.43,26.45,0,65.5,26.43,0,65.4
1,0,21,71,71.2,23.18,23.02,23.18,0,67.3,23.02,0,66.8
1,0,22,75,70.5,18.25,18.3,18.25,0,68.1,18.3,0,68.3
1,0,23,79,69.5,13.26,13.32,13.26,0,68.2,13.32,0,68.5
1,0,24,81,69,10.79,10.85,10.79,0,68.2,10.85,0,68.5
1,0,25,84,68,7.11,7.2,7.11,0,67.6,7.2,0,68.5
2,15,1,15.5,62,59.75,60.03,57.71,15.46,16.6,57.99,15.54,16.6
2,15,2,18.5,63,59.74,59.59,57.71,15.46,20,57.56,15.42,19.9
2,15,3,21.5,63.5,59.08,58.97,57.07,15.29,23.3,56.96,15.26,23.2
2,15,4,25,64.2,58.18,58.03,56.2,15.06,27.1,56.05,15.02,27.1
2,15,5,28,64.5,56.95,57.02,55.01,14.74,30.3,55.07,14.76,30.3
2,15,6,31,65,55.72,55.82,53.82,14.42,33.5,53.92,14.45,33.5
2,15,7,34,65.8,54.55,54.44,52.69,14.12,36.8,52.58,14.09,36.7
2,15,8,36.5,66.3,53.3,53.14,51.48,13.79,39.4,51.33,13.75,39.3
2,15,9,39.5,66.7,51.47,51.41,49.71,13.32,42.4,49.66,13.31,42.4
2,15,10,41.5,67.3,50.4,50.16,48.69,13.05,44.6,48.45,12.98,44.4
2,15,11,45,67.3,47.59,47.76,45.97,12.32,47.6,46.13,12.36,47.8
2,15,12,48,67.6,45.23,45.51,43.69,11.71,50.2,43.96,11.78,50.5
2,15,13,50.5,67.8,43.13,43.5,41.66,11.16,52.3,42.01,11.26,52.8
2,15,14,52.5,68.4,41.64,41.8,40.22,10.78,54.3,40.38,10.82,54.5
2,15,15,55.5,69.1,39.14,39.12,37.81,10.13,56.9,37.79,10.13,56.9
2,15,16,59.5,69.9,35.48,35.3,34.27,9.18,60.2,34.1,9.14,59.9
2,15,17,62,70.1,32.91,32.78,31.79,8.52,61.9,31.66,8.48,61.7
2,15,18,64,70.5,30.91,30.69,29.85,8,63.4,29.65,7.94,62.9
2,15,19,67.5,70.2,26.86,26.91,25.95,6.95,64.9,25.99,6.96,65
2,15,20,69.5,71,24.86,24.68,24.02,6.44,66.5,23.84,6.39,66
2,15,21,72,69.8,21.57,21.82,20.83,5.58,66.4,21.08,5.65,67.2
2,15,22,74.5,70.8,18.92,18.9,18.28,4.9,68.2,18.26,4.89,68.2
2,15,23,79,69.1,13.18,13.32,12.74,3.41,67.8,12.86,3.45,68.5
2,15,24,81,68.8,10.76,10.85,10.4,2.79,68,10.48,2.81,68.5
2,15,25,83.5,68.2,7.72,7.8,7.46,2,67.8,7.54,2.02,68.5
3,30,1,15,62.5,60.37,60.35,52.28,30.19,16.2,52.26,30.17,16.2
3,30,2,18,63,59.92,59.56,51.89,29.96,19.5,51.58,29.78,19.4
3,30,3,21,62.5,58.35,58.71,50.53,29.17,22.4,50.84,29.35,22.5
3,30,4,25,63.2,57.28,57.42,49.6,28.64,26.7,49.73,28.71,26.8
3,30,5,29,64,55.98,55.94,48.48,27.99,31,48.44,27.97,31
3,30,6,32.5,64.5,54.4,54.45,47.11,27.2,34.7,47.16,27.23,34.7
3,30,7,36,65,52.59,52.77,45.54,26.29,38.2,45.7,26.39,38.3
3,30,8,38.5,65.5,51.26,51.44,44.39,25.63,40.8,44.55,25.72,40.9
3,30,9,40,66.5,50.94,50.58,44.12,25.47,42.7,43.81,25.29,42.4
3,30,10,42,66.5,49.42,49.37,42.8,24.71,44.5,42.76,24.69,44.5
3,30,11,45,67,47.38,47.42,41.03,23.69,47.4,41.06,23.71,47.4
3,30,12,47,68,46.38,46.01,40.16,23.19,49.7,39.85,23,49.3
3,30,13,50,68.1,43.77,43.75,37.91,21.89,52.2,37.89,21.87,52.1
3,30,14,52.5,68.6,41.76,41.72,36.17,20.88,54.4,36.13,20.86,54.4
3,30,15,55,68.9,39.52,39.56,34.22,19.76,56.4,34.26,19.78,56.5
3,30,16,59,69.1,35.59,35.85,30.82,17.79,59.2,31.05,17.93,59.7
3,30,17,62,69.9,32.82,32.87,28.42,16.41,61.7,28.47,16.43,61.8
3,30,18,64,70,30.69,30.79,26.57,15.34,62.9,26.66,15.39,63.1
3,30,19,66,70.5,28.67,28.64,24.83,14.34,64.4,24.81,14.32,64.3
3,30,20,68,70.6,26.45,26.43,22.9,13.22,65.5,22.89,13.22,65.4
3,30,21,71,71.2,23.18,23.02,20.07,11.59,67.3,19.93,11.51,66.8
3,30,22,75,70.5,18.25,18.3,15.8,9.12,68.1,15.84,9.15,68.3
3,30,23,79,69.5,13.26,13.32,11.48,6.63,68.2,11.53,6.66,68.5
3,30,24,81,69,10.79,10.85,9.35,5.4,68.2,9.4,5.42,68.5
3,30,25,84,68,7.11,7.2,6.16,3.55,67.6,6.24,3.6,68.5
4,45,1,15,62.5,60.37,60.35,42.69,42.69,16.2,42.67,42.67,16.2
4,45,2,18,63,59.92,59.56,42.37,42.37,19.5,42.12,42.12,19.4
4,45,3,21,62.5,58.35,58.71,41.26,41.26,22.4,41.51,41.51,22.5
4,45,4,25,63.2,57.28,57.42,40.5,40.5,26.7,40.6,40.6,26.8
4,45,5,29,64,55.98,55.94,39.58,39.58,31,39.55,39.55,31
4,45,6,32.5,64.5,54.4,54.45,38.47,38.47,34.7,38.5,38.5,34.7
4,45,7,36,65,52.59,52.77,37.18,37.18,38.2,37.31,37.31,38.3
4,45,8,38.5,65.5,51.26,51.44,36.25,36.25,40.8,36.37,36.37,40.9
4,45,9,40,66.5,50.94,50.58,36.02,36.02,42.7,35.77,35.77,42.4
4,45,10,42,66.5,49.42,49.37,34.94,34.94,44.5,34.91,34.91,44.5
4,45,11,45,67,47.38,47.42,33.5,33.5,47.4,33.53,33.53,47.4
4,45,12,47,68,46.38,46.01,32.79,32.79,49.7,32.53,32.53,49.3
4,45,13,50,68.1,43.77,43.75,30.95,30.95,52.2,30.93,30.93,52.1
4,45,14,52.5,68.6,41.76,41.72,29.53,29.53,54.4,29.5,29.5,54.4
4,45,15,55,68.9,39.52,39.56,27.94,27.94,56.4,27.97,27.97,56.5
4,45,16,59,69.1,35.59,35.85,25.17,25.17,59.2,25.35,25.35,59.7
4,45,17,62,69.9,32.82,32.87,23.2,23.2,61.7,23.24,23.24,61.8
4,45,18,64,70,30.69,30.79,21.7,21.7,62.9,21.77,21.77,63.1
4,45,19,66,70.5,28.67,28.64,20.28,20.28,64.4,20.25,20.25,64.3
4,45,20,68,70.6,26.45,26.43,18.7,18.7,65.5,18.69,18.69,65.4
4,45,21,71,71.2,23.18,23.02,16.39,16.39,67.3,16.28,16.28,66.8
4,45,22,75,70.5,18.25,18.3,12.9,12.9,68.1,12.94,12.94,68.3
4,45,23,79,69.5,13.26,13.32,9.38,9.38,68.2,9.42,9.42,68.5
4,45,24,81,69,10.79,10.85,7.63,7.63,68.2,7.67,7.67,68.5
4,45,25,84,68,7.11,7.2,5.03,5.03,67.6,5.09,5.09,68.5
5,60,1,27,64.4,57.38,57.26,28.69,49.69,29.2,28.63,49.59,29.2
5,60,2,30,65,56.29,56.23,28.15,48.75,32.5,28.11,48.69,32.5
5,60,3,32.5,65.3,55.07,55.19,27.54,47.7,35.1,27.59,47.79,35.2
5,60,4,36,65.5,53.03,53.46,26.52,45.93,38.5,26.73,46.3,38.8
5,60,5,39,66.8,51.91,51.75,25.96,44.96,42,25.87,44.82,41.9
5,60,6,42.5,67.3,49.62,49.49,24.81,42.97,45.5,24.74,42.86,45.3
5,60,7,45,67.6,47.8,47.71,23.9,41.4,47.8,23.86,41.32,47.7
5,60,8,47.5,67.8,45.81,45.81,22.9,39.67,50,22.9,39.67,50
5,60,9,50,68.2,43.84,43.78,21.92,37.96,52.2,21.89,37.92,52.2
5,60,10,53.5,68.4,40.69,40.76,20.34,35.24,55,20.38,35.29,55.1
5,60,11,56.5,68.8,37.97,38,18.99,32.89,57.4,19,32.91,57.4
5,60,12,59.5,69.3,35.17,35.1,17.59,30.46,59.7,17.55,30.4,59.6
5,60,13,61.5,69.5,33.16,33.1,16.58,28.72,61.1,16.55,28.66,61
5,60,14,64.5,69.4,29.88,29.99,14.94,25.87,62.6,15,25.97,62.9
5,60,15,67,69.8,27.27,27.32,13.64,23.62,64.3,13.66,23.66,64.4
5,60,16,70,70.2,24.01,24.02,12,20.79,66,12.01,20.8,66
5,60,17,72.5,70.6,21.23,21.2,10.61,18.39,67.3,10.6,18.36,67.2
5,60,18,75,70.8,18.32,18.32,9.16,15.87,68.4,9.16,15.86,68.4
5,60,19,80,69,11.98,12.08,5.99,10.38,68,6.04,10.46,68.5
5,60,20,82,68.5,9.53,9.63,4.77,8.26,67.8,4.81,8.34,68.5
5,60,21,85,69.1,6.02,5.99,3.01,5.22,68.8,3,5.19,68.5
6,75,1,47.5,68.2,46.08,46,11.93,44.51,50.3,11.91,44.43,50.2
6,75,2,49,68.6,45.01,45.02,11.65,43.47,51.8,11.65,43.49,51.8
6,75,3,51,68.9,43.36,43.55,11.22,41.88,53.5,11.27,42.07,53.8
6,75,4,54,70,41.14,41.02,10.65,39.74,56.6,10.62,39.62,56.5
6,75,5,56.5,70.2,38.75,38.68,10.03,37.43,58.5,10.01,37.37,58.4
6,75,6,59.5,70.2,35.63,35.67,9.22,34.42,60.5,9.23,34.45,60.6
6,75,7,62,70.4,33.05,33.04,8.55,31.92,62.2,8.55,31.91,62.1
6,75,8,66,70.4,28.63,28.67,7.41,27.66,64.3,7.42,27.69,64.4
6,75,9,69,70.5,25.26,25.33,6.54,24.4,65.8,6.56,24.46,66
6,75,10,71,71.2,23.18,23.08,6,22.39,67.3,5.97,22.29,67
6,75,11,73.5,71.2,20.22,20.25,5.23,19.53,68.3,5.24,19.56,68.4
6,75,12,77,69.2,15.57,15.81,4.03,15.04,67.4,4.09,15.28,68.5
6,75,13,80,68.2,11.84,12.08,3.07,11.44,67.2,3.13,11.67,68.5
6,75,14,82.5,67.2,8.77,9.02,2.27,8.47,66.6,2.33,8.71,68.5
7,90,1,50,68.3,43.9,43.8,0,43.9,52.3,0,43.8,52.2
7,90,2,52.5,68.8,41.88,41.91,0,41.88,54.6,0,41.91,54.6
7,90,3,55,69.1,39.63,39.8,0,39.63,56.6,0,39.8,56.8
7,90,4,58,69.7,36.94,37.02,0,36.94,59.1,0,37.02,59.2
7,90,5,60,70.2,35.1,35.04,0,35.1,60.8,0,35.04,60.7
7,90,6,63,70.8,32.14,31.91,0,32.14,63.1,0,31.91,62.6
7,90,7,66.5,70.4,28.07,28.08,0,28.07,64.6,0,28.08,64.6
7,90,8,70,70.1,23.98,24.11,0,23.98,65.9,0,24.11,66.2
7,90,9,73,70.6,20.64,20.63,0,20.64,67.5,0,20.63,67.5
7,90,10,76,70.8,17.13,17.1,0,17.13,68.7,0,17.1,68.6
7,90,11,78.5,68.5,11.9,12.08,0,11.9,67.5,0,12.08,68.5
7,90,12,82,67.5,9.39,9.63,0,9.39,66.8,0,9.63,68.5
7,90,13,84.5,67.5,5.88,5.99,0,5.88,67.2,0,5.99,68.5
8,105,1,45,69,48.79,48.89,-12.63,47.13,48.8,-12.65,47.22,48.9
8,105,2,48,69.4,45.99,45.79,-11.9,44.42,52,-11.85,44.23,51.8
8,105,3,50.5,69.2,43.55,43.57,-11.27,42.07,53.8,-11.28,42.09,53.8
8,105,4,53.5,69.4,40.3,40.4,-10.43,38.93,56.5,-10.46,39.02,56.6
8,105,5,56,70,37.61,37.58,-9.73,36.33,59,-9.73,36.3,59
8,105,6,59,70.3,35.15,35.14,-9.1,33.95,60.9,-9.1,33.95,60.9
8,105,7,61.5,70.6,32.05,32.1,-8.3,30.96,62.9,-8.31,31,63
8,105,8,64,71,29.44,29.45,-7.62,28.44,64.6,-7.62,28.45,64.6
8,105,9,67,71.4,26.17,26.14,-6.77,25.28,66.4,-6.76,25.25,66.4
8,105,10,70,71.6,23.31,23.27,-6.03,22.52,67.7,-6.02,22.48,67.6
8,105,11,73,71.4,20.28,20.31,-5.25,19.59,68.5,-5.26,19.62,68.6
8,105,12,77,69.4,13.84,13.94,-3.58,13.36,68,-3.61,13.46,68.5
8,105,13,80,68.7,10.15,10.24,-2.63,9.81,67.9,-2.65,9.89,68.5
8,105,14,83,68.2,7.72,7.8,-2,7.46,67.8,-2.02,7.54,68.5
9,120,1,26.5,65.2,58.35,58.46,-29.17,50.53,29.1,-29.23,50.63,29.1
9,120,2,29.5,66.2,57.62,57.38,-28.81,49.9,32.6,-28.69,49.69,32.5
9,120,3,32,66.6,56.48,56.31,-28.24,48.91,35.3,-28.16,48.77,35.2
9,120,4,35,66.8,54.72,54.83,-27.36,47.39,38.3,-27.42,47.49,38.4
9,120,5,38,67.1,52.88,53.15,-26.44,45.79,41.3,-26.57,46.03,41.5
9,120,6,41,67.5,50.94,51.26,-25.47,44.12,44.3,-25.63,44.39,44.6
9,120,7,43.5,68.3,49.54,49.54,-24.77,42.91,47,-24.77,42.9,47
9,120,8,45,68.8,48.65,48.44,-24.32,42.13,48.6,-24.22,41.95,48.4
9,120,9,48.5,69.1,45.79,45.7,-22.89,39.65,51.8,-22.85,39.58,51.7
9,120,10,51.5,69.7,43.39,43.16,-21.69,37.58,54.5,-21.58,37.38,54.3
9,120,11,55,69.6,39.92,39.99,-19.96,34.57,57,-20,34.63,57.1
9,120,12,58,70.1,37.15,37.11,-18.57,32.17,59.4,-18.55,32.14,59.4
9,120,13,60,70.2,35.1,35.1,-17.55,30.4,60.8,-17.55,30.4,60.8
9,120,14,63,70.5,32.01,31.99,-16,27.72,62.8,-16,27.7,62.8
9,120,15,65.5,70.5,29.24,29.3,-14.62,25.32,64.2,-14.65,25.38,64.3
9,120,16,68.5,70.6,25.87,25.97,-12.94,22.41,65.7,-12.99,22.49,65.9
9,120,17,71,71.1,21.97,21.96,-10.99,19.03,67.6,-10.98,19.02,67.6
9,120,18,74,71.4,18.48,18.44,-9.24,16,69,-9.22,15.97,68.8
9,120,19,77.5,69.4,14.43,14.56,-7.21,12.5,67.9,-7.28,12.61,68.5
9,120,20,80,68.8,10.17,10.24,-5.08,8.81,68,-5.12,8.87,68.5
9,120,21,83,68.8,7.19,7.2,-3.6,6.23,68.4,-3.6,6.24,68.5
10,135,1,12.5,62.9,61.41,61.51,-43.42,43.42,13.6,-43.49,43.49,13.6
10,135,2,15.5,63.5,61.19,61.16,-43.27,43.27,17,-43.25,43.25,17
10,135,3,19,64,60.51,60.54,-42.79,42.79,20.8,-42.81,42.81,20.8
10,135,4,21.5,64.5,60.01,59.95,-42.43,42.43,23.6,-42.39,42.39,23.6
10,135,5,24.5,65,59.15,59.08,-41.82,41.82,27,-41.77,41.77,26.9
10,135,6,27.5,65.2,57.83,58.03,-40.89,40.89,30.1,-41.03,41.03,30.2
10,135,7,30,66.5,57.59,57.02,-40.72,40.72,33.2,-40.32,40.32,32.9
10,135,8,32.5,66.1,55.75,55.87,-39.42,39.42,35.5,-39.51,39.51,35.6
10,135,9,36,66.6,53.88,54.06,-38.1,38.1,39.1,-38.23,38.23,39.3
10,135,10,38,67.1,52.88,52.91,-37.39,37.39,41.3,-37.41,37.41,41.3
10,135,11,41,67.5,50.94,51.03,-36.02,36.02,44.3,-36.08,36.08,44.4
10,135,12,44,67.9,48.84,48.96,-34.54,34.54,47.2,-34.62,34.62,47.3
10,135,13,47,68.4,46.65,46.72,-32.99,32.99,50,-33.04,33.04,50.1
10,135,14,50,69,44.35,44.3,-31.36,31.36,52.9,-31.33,31.33,52.8
10,135,15,52,69.3,42.67,42.6,-30.17,30.17,54.6,-30.12,30.12,54.5
10,135,16,54,69.5,40.85,40.81,-28.89,28.89,56.2,-28.86,28.86,56.2
10,135,17,57.5,69.9,37.56,37.53,-26.56,26.56,59,-26.54,26.54,58.9
10,135,18,60,70.1,35.05,35.05,-24.78,24.78,60.7,-24.79,24.79,60.7
10,135,19,62.5,70.3,32.46,32.48,-22.95,22.95,62.4,-22.97,22.97,62.4
10,135,20,65.5,70.7,29.32,29.28,-20.73,20.73,64.3,-20.7,20.7,64.2
10,135,21,68.5,71,26.02,25.95,-18.4,18.4,66.1,-18.35,18.35,65.9
10,135,22,71,70.7,23.02,23.1,-16.28,16.28,66.8,-16.33,16.33,67.1
10,135,23,75,68.4,17.7,18.35,-12.52,12.52,66.1,-12.98,12.98,68.5
10,135,24,78,67.9,14.12,14.56,-9.98,9.98,66.4,-10.3,10.3,68.5
10,135,25,81,67.3,10.53,10.85,-7.44,7.44,66.5,-7.67,7.67,68.5
11,150,1,12.5,62.9,61.41,61.51,-53.18,30.7,13.6,-53.27,30.76,13.6
11,150,2,15.5,63.5,61.19,61.16,-52.99,30.6,17,-52.96,30.58,17
11,150,3,19,64,60.51,60.54,-52.41,30.26,20.8,-52.43,30.27,20.8
11,150,4,21.5,64.5,60.01,59.95,-51.97,30.01,23.6,-51.92,29.97,23.6
11,150,5,24.5,65,59.15,59.08,-51.22,29.57,27,-51.16,29.54,26.9
11,150,6,27.5,65.2,57.83,58.03,-50.08,28.92,30.1,-50.25,29.01,30.2
11,150,7,30,66.5,57.59,57.02,-49.88,28.8,33.2,-49.38,28.51,32.9
11,150,8,32.5,66.1,55.75,55.87,-48.28,27.87,35.5,-48.39,27.94,35.6
11,150,9,36,66.6,53.88,54.06,-46.66,26.94,39.1,-46.82,27.03,39.3
11,150,10,38,67.1,52.88,52.91,-45.79,26.44,41.3,-45.82,26.45,41.3
11,150,11,41,67.5,50.94,51.03,-44.12,25.47,44.3,-44.19,25.51,44.4
11,150,12,44,67.9,48.84,48.96,-42.3,24.42,47.2,-42.4,24.48,47.3
11,150,13,47,68.4,46.65,46.72,-40.4,23.32,50,-40.46,23.36,50.1
11,150,14,50,69,44.35,44.3,-38.41,22.18,52.9,-38.37,22.15,52.8
11,150,15,52,69.3,42.67,42.6,-36.95,21.33,54.6,-36.89,21.3,54.5
11,150,16,54,69.5,40.85,40.81,-35.38,20.43,56.2,-35.35,20.41,56.2
11,150,17,57.5,69.9,37.56,37.53,-32.53,18.78,59,-32.5,18.76,58.9
11,150,18,60,70.1,35.05,35.05,-30.35,17.52,60.7,-30.36,17.53,60.7
11,150,19,62.5,70.3,32.46,32.48,-28.11,16.23,62.4,-28.13,16.24,62.4
11,150,20,65.5,70.7,29.32,29.28,-25.39,14.66,64.3,-25.35,14.64,64.2
11,150,21,68.5,71,26.02,25.95,-22.54,13.01,66.1,-22.47,12.98,65.9
11,150,22,71,70.7,23.02,23.1,-19.93,11.51,66.8,-20,11.55,67.1
11,150,23,75,68.4,17.7,18.35,-15.33,8.85,66.1,-15.9,9.18,68.5
11,150,24,78,67.9,14.12,14.56,-12.23,7.06,66.4,-12.61,7.28,68.5
11,150,25,81,67.3,10.53,10.85,-9.12,5.26,66.5,-9.4,5.42,68.5
12,165,1,12.5,62.9,61.41,61.51,-59.32,15.89,13.6,-59.41,15.92,13.6
12,165,2,15.5,63.5,61.19,61.16,-59.11,15.84,17,-59.07,15.83,17
12,165,3,19,64,60.51,60.54,-58.45,15.66,20.8,-58.47,15.67,20.8
12,165,4,21.5,64.5,60.01,59.95,-57.97,15.53,23.6,-57.9,15.52,23.6
12,165,5,24.5,65,59.15,59.08,-57.13,15.31,27,-57.07,15.29,26.9
12,165,6,27.5,65.2,57.83,58.03,-55.86,14.97,30.1,-56.05,15.02,30.2
12,165,7,30,66.5,57.59,57.02,-55.63,14.91,33.2,-55.07,14.76,32.9
12,165,8,32.5,66.1,55.75,55.87,-53.85,14.43,35.5,-53.97,14.46,35.6
12,165,9,36,66.6,53.88,54.06,-52.04,13.95,39.1,-52.22,13.99,39.3
12,165,10,38,67.1,52.88,52.91,-51.07,13.69,41.3,-51.1,13.69,41.3
12,165,11,41,67.5,50.94,51.03,-49.21,13.18,44.3,-49.29,13.21,44.4
12,165,12,44,67.9,48.84,48.96,-47.18,12.64,47.2,-47.3,12.67,47.3
12,165,13,47,68.4,46.65,46.72,-45.06,12.07,50,-45.13,12.09,50.1
12,165,14,50,69,44.35,44.3,-42.84,11.48,52.9,-42.79,11.47,52.8
12,165,15,52,69.3,42.67,42.6,-41.21,11.04,54.6,-41.14,11.02,54.5
12,165,16,54,69.5,40.85,40.81,-39.46,10.57,56.2,-39.42,10.56,56.2
12,165,17,57.5,69.9,37.56,37.53,-36.28,9.72,59,-36.25,9.71,58.9
12,165,18,60,70.1,35.05,35.05,-33.86,9.07,60.7,-33.86,9.07,60.7
12,165,19,62.5,70.3,32.46,32.48,-31.35,8.4,62.4,-31.38,8.41,62.4
12,165,20,65.5,70.7,29.32,29.28,-28.32,7.59,64.3,-28.28,7.58,64.2
12,165,21,68.5,71,26.02,25.95,-25.13,6.73,66.1,-25.07,6.72,65.9
